#,Player,Team,Matches,Batting,Bowling,Fielding,Other,MOM #,Total
401.0,Amit Duhan,FSC WINDSOR,7.0,53.0,10.0,30.0,0.0,0.0,93.0
,FSC WINDSOR,,,,,,,,
402.0,Kesav Varada,Street Strikers,8.0,-7.0,100.0,0.0,0.0,0.0,93.0
,Street Strikers,,,,,,,,
403.0,Amish patel,Gujarat Super Lions,6.0,92.0,0.0,0.0,0.0,0.0,92.0
,Gujarat Super Lions,,,,,,,,
404.0,Anmol Jain,Windsor Warriors,6.0,62.0,20.0,10.0,0.0,0.0,92.0
,Windsor Warriors,,,,,,,,
405.0,Arshdeep Singh,Underdogs CC,4.0,16.0,30.0,40.0,0.0,0.0,86.0
,Underdogs CC,,,,,,,,
406.0,Kamaljeet Singh,Underdogs CC,3.0,-5.0,90.0,0.0,0.0,0.0,85.0
,Underdogs CC,,,,,,,,
407.0,Richik S,Alpha XI,2.0,53.0,10.0,20.0,0.0,0.0,83.0
,Alpha XI,,,,,,,,
408.0,Jagwinder Singh,Gujarat Super Lions,1.0,83.0,0.0,0.0,0.0,0.0,83.0
,Gujarat Super Lions,,,,,,,,
409.0,Kaival Patel,Windsor Royals CC,8.0,2.0,50.0,30.0,0.0,0.0,82.0
,Windsor Royals CC,,,,,,,,
410.0,Hassan Md,Underdogs CC,1.0,32.0,50.0,0.0,0.0,0.0,82.0
,Underdogs CC,,,,,,,,
411.0,Vishal Kamal,Gujarat Super Lions,4.0,62.0,0.0,20.0,0.0,0.0,82.0
,Gujarat Super Lions,,,,,,,,
412.0,Pavan Kumar Morasa,Trophy Fighters,5.0,31.0,0.0,50.0,0.0,0.0,81.0
,Trophy Fighters,,,,,,,,
413.0,Ravi Patel,Underdogs CC,5.0,20.0,0.0,60.0,0.0,0.0,80.0
,Underdogs CC,,,,,,,,
414.0,Jay D,Windsor Dominion CC,4.0,17.0,50.0,10.0,0.0,0.0,77.0
,Windsor Dominion CC,,,,,,,,
415.0,Vignesh R,Renegades X,1.0,25.0,20.0,30.0,0.0,0.0,75.0
,Renegades X,,,,,,,,
416.0,Sahil Khan,Malik CC,4.0,4.0,50.0,20.0,0.0,0.0,74.0
,Malik CC,,,,,,,,
417.0,Pankaj Chauhan,FSC WINDSOR,7.0,14.0,60.0,0.0,0.0,0.0,74.0
,FSC WINDSOR,,,,,,,,
418.0,Omair Choudhry,Alpha XI,6.0,3.0,60.0,10.0,0.0,0.0,73.0
,Alpha XI,,,,,,,,
419.0,Dhruv Juneja,Vulcans CC,1.0,53.0,20.0,0.0,0.0,0.0,73.0
,Vulcans CC,,,,,,,,
420.0,Abilash Sukhavasi,Optimist CC,2.0,2.0,60.0,10.0,0.0,0.0,72.0
,Optimist CC,,,,,,,,
421.0,Khalid Siddiqui,WEUnited CC,6.0,71.0,0.0,0.0,0.0,0.0,71.0
,WEUnited CC,,,,,,,,
422.0,Paranjothi Gopalan,Renegades CC,1.0,0.0,70.0,0.0,0.0,0.0,70.0
,Renegades CC,,,,,,,,
423.0,Prince Christian,EOCC,3.0,0.0,70.0,0.0,0.0,0.0,70.0
,EOCC,,,,,,,,
424.0,Shreyansh Patel,WEUnited CC,4.0,-3.0,60.0,10.0,0.0,0.0,67.0
,WEUnited CC,,,,,,,,
425.0,Minhaaz M,Underdogs CC,2.0,47.0,0.0,20.0,0.0,0.0,67.0
,Underdogs CC,,,,,,,,
426.0,Vicky Choudhary,Chatham CC,2.0,36.0,0.0,30.0,0.0,0.0,66.0
,Chatham CC,,,,,,,,
427.0,Basit Khan,Alpha XI,3.0,65.0,0.0,0.0,0.0,0.0,65.0
,Alpha XI,,,,,,,,
428.0,Aman Patel,Gujarat Lions CC,4.0,64.0,0.0,0.0,0.0,0.0,64.0
,Gujarat Lions CC,,,,,,,,
429.0,Amroj S,Chatham CC,10.0,64.0,0.0,0.0,0.0,0.0,64.0
,Chatham CC,,,,,,,,
430.0,Phani Ram Challagolla,Street Strikers,6.0,3.0,60.0,0.0,0.0,0.0,63.0
,Street Strikers,,,,,,,,
431.0,Amra Mansuri,St.Clair College,8.0,53.0,-60.0,70.0,0.0,0.0,63.0
,St.Clair College,,,,,,,,
432.0,Abdullah Shireen,Optimist CC,1.0,22.0,20.0,20.0,0.0,0.0,62.0
,Optimist CC,,,,,,,,
433.0,Shrey Desai,Windsor Dominion CC,1.0,52.0,10.0,0.0,0.0,0.0,62.0
,Windsor Dominion CC,,,,,,,,
434.0,Aarth Kuyeskar,EOCC,1.0,62.0,0.0,0.0,0.0,0.0,62.0
,EOCC,,,,,,,,
435.0,Abhiram Nunna,Trophy Fighters,1.0,61.0,0.0,0.0,0.0,0.0,61.0
,Trophy Fighters,,,,,,,,
436.0,Srikanth Pandem,Trophy Fighters,6.0,-9.0,60.0,10.0,0.0,0.0,61.0
,Trophy Fighters,,,,,,,,
437.0,Sai Gokul,Vulcans CC,2.0,61.0,0.0,0.0,0.0,0.0,61.0
,Vulcans CC,,,,,,,,
438.0,Yash Patel,WEUnited CC,2.0,0.0,50.0,10.0,0.0,0.0,60.0
,WEUnited CC,,,,,,,,
439.0,Zuhaib Hassan,Windsor Lancers CC,3.0,0.0,40.0,20.0,0.0,0.0,60.0
,Windsor Lancers CC,,,,,,,,
440.0,Bhupinder Singh Randhawa,Windsor Warriors,3.0,39.0,20.0,0.0,0.0,0.0,59.0
,Windsor Warriors,,,,,,,,
441.0,Sujoy Pal,Underdogs CC,2.0,59.0,0.0,0.0,0.0,0.0,59.0
,Underdogs CC,,,,,,,,
442.0,Mohan Singh,FSC WINDSOR,3.0,36.0,20.0,0.0,0.0,0.0,56.0
,FSC WINDSOR,,,,,,,,
443.0,Mubeen Skindar,Alpha XI,9.0,45.0,0.0,10.0,0.0,0.0,55.0
,Alpha XI,,,,,,,,
444.0,Gurassis Singh,FSC WINDSOR,5.0,45.0,0.0,10.0,0.0,0.0,55.0
,FSC WINDSOR,,,,,,,,
445.0,Fahad Bhatti,Malik CC,2.0,44.0,0.0,10.0,0.0,0.0,54.0
,Malik CC,,,,,,,,
446.0,Arshy Sidhu,Punjab XI CC,8.0,24.0,0.0,30.0,0.0,0.0,54.0
,Punjab XI CC,,,,,,,,
447.0,Sridhar Nidumolu,Windsor Royals CC,5.0,14.0,30.0,10.0,0.0,0.0,54.0
,Windsor Royals CC,,,,,,,,
448.0,Abdullah Qureshi,Lasalle Lightning CC,1.0,53.0,0.0,0.0,0.0,0.0,53.0
,Lasalle Lightning CC,,,,,,,,
449.0,Yash Patel,WEUnited CC,5.0,22.0,10.0,20.0,0.0,0.0,52.0
,WEUnited CC,,,,,,,,
450.0,Enosh Kumar,Trophy Fighters,1.0,32.0,0.0,20.0,0.0,0.0,52.0
,Trophy Fighters,,,,,,,,
451.0,Devender Singh,Windsor Lions 2,6.0,40.0,0.0,10.0,0.0,0.0,50.0
,Windsor Lions 2,,,,,,,,
452.0,Dev Patel,Gujarat Lions CC,2.0,0.0,30.0,20.0,0.0,0.0,50.0
,Gujarat Lions CC,,,,,,,,
453.0,Kanwar Singh,Windsor Royals CC,1.0,10.0,20.0,20.0,0.0,0.0,50.0
,Windsor Royals CC,,,,,,,,
454.0,Prabh Buttar,Lasalle Lightning CC,2.0,-10.0,50.0,10.0,0.0,0.0,50.0
,Lasalle Lightning CC,,,,,,,,
455.0,Maniraj Senthilnathan,Renegades CC,8.0,40.0,-10.0,20.0,0.0,0.0,50.0
,Renegades CC,,,,,,,,
456.0,Harish Dasu,Chatham CC,4.0,10.0,20.0,20.0,0.0,0.0,50.0
,Chatham CC,,,,,,,,
457.0,Thaneshver Sidhu,Windsor Dominion CC,2.0,7.0,20.0,20.0,0.0,0.0,47.0
,Windsor Dominion CC,,,,,,,,
458.0,Dhananjay Jangra,Windsor Warriors,2.0,47.0,0.0,0.0,0.0,0.0,47.0
,Windsor Warriors,,,,,,,,
459.0,Anuj Vohra,Windsor Lancers CC,3.0,4.0,20.0,20.0,0.0,0.0,44.0
,Windsor Lancers CC,,,,,,,,
460.0,Ankit Padhiar,Gujarat Super Lions,1.0,43.0,0.0,0.0,0.0,0.0,43.0
,Gujarat Super Lions,,,,,,,,
461.0,Irfan Ahmed,Optimist CC,7.0,2.0,40.0,0.0,0.0,0.0,42.0
,Optimist CC,,,,,,,,
462.0,Manish Thiayagarajan,Mavericks CC,2.0,1.0,30.0,10.0,0.0,0.0,41.0
,Mavericks CC,,,,,,,,
463.0,Vivekkumar Patel,Super Chargers,8.0,1.0,20.0,20.0,0.0,0.0,41.0
,Super Chargers,,,,,,,,
464.0,Narender Singh,Underdogs CC,1.0,0.0,30.0,10.0,0.0,0.0,40.0
,Underdogs CC,,,,,,,,
465.0,Sandeep B,EOCC,1.0,40.0,0.0,0.0,0.0,0.0,40.0
,EOCC,,,,,,,,
466.0,Meer Ushter,Optimist CC,8.0,9.0,10.0,20.0,0.0,0.0,39.0
,Optimist CC,,,,,,,,
467.0,Sathish Pichika,Windsor Lancers CC,4.0,-1.0,0.0,40.0,0.0,0.0,39.0
,Windsor Lancers CC,,,,,,,,
468.0,Brahma Sai Kesari,Street Strikers,3.0,39.0,0.0,0.0,0.0,0.0,39.0
,Street Strikers,,,,,,,,
469.0,Prithvi Akle,Optimist CC,1.0,36.0,0.0,0.0,0.0,0.0,36.0
,Optimist CC,,,,,,,,
470.0,Fahimuddin Bai,Windsor Dominion CC,8.0,35.0,-20.0,20.0,0.0,0.0,35.0
,Windsor Dominion CC,,,,,,,,
471.0,Harmanjot Singh,FSC WINDSOR,5.0,15.0,0.0,20.0,0.0,0.0,35.0
,FSC WINDSOR,,,,,,,,
472.0,Viren Patel,Gujarat Lions CC,3.0,34.0,0.0,0.0,0.0,0.0,34.0
,Gujarat Lions CC,,,,,,,,
473.0,Harpreet M,Trophy Fighters,6.0,4.0,0.0,30.0,0.0,0.0,34.0
,Trophy Fighters,,,,,,,,
474.0,Sakeel Mohd,Windsor Warriors,10.0,13.0,0.0,20.0,0.0,0.0,33.0
,Windsor Warriors,,,,,,,,
475.0,Sai Bapiraju Penumatsa,Windsor Dominion CC,2.0,13.0,10.0,10.0,0.0,0.0,33.0
,Windsor Dominion CC,,,,,,,,
476.0,Humza Malik,Windsor Dominion CC,4.0,2.0,20.0,10.0,0.0,0.0,32.0
,Windsor Dominion CC,,,,,,,,
477.0,Utsav Barot,Windsor Lancers CC,2.0,1.0,10.0,20.0,0.0,0.0,31.0
,Windsor Lancers CC,,,,,,,,
478.0,Rohith V,Super Chargers,6.0,1.0,0.0,30.0,0.0,0.0,31.0
,Super Chargers,,,,,,,,
479.0,Lijin Joy Bethel,Chatham CC,2.0,-10.0,20.0,20.0,0.0,0.0,30.0
,Chatham CC,,,,,,,,
480.0,Vikram Gopi,Renegades X,1.0,-10.0,30.0,10.0,0.0,0.0,30.0
,Renegades X,,,,,,,,
481.0,Sahib Singh,Chatham CC,7.0,20.0,-10.0,20.0,0.0,0.0,30.0
,Chatham CC,,,,,,,,
482.0,Priyansh Mehta,Alpha XI,1.0,0.0,20.0,10.0,0.0,0.0,30.0
,Alpha XI,,,,,,,,
483.0,Radin Mehrab,Malik CC,5.0,-3.0,0.0,30.0,0.0,0.0,27.0
,Malik CC,,,,,,,,
484.0,Jerish Kumaran Anjan,Renegades X,3.0,27.0,0.0,0.0,0.0,0.0,27.0
,Renegades X,,,,,,,,
485.0,Gurvir Singh Grewal,Windsor Warriors,6.0,-3.0,20.0,10.0,0.0,0.0,27.0
,Windsor Warriors,,,,,,,,
486.0,Manan Thaker,Renegades X,6.0,6.0,0.0,20.0,0.0,0.0,26.0
,Renegades X,,,,,,,,
487.0,Raj Sourav,Alpha XI,3.0,25.0,0.0,0.0,0.0,0.0,25.0
,Alpha XI,,,,,,,,
488.0,Haider Bhatti,Underdogs CC,1.0,4.0,10.0,10.0,0.0,0.0,24.0
,Underdogs CC,,,,,,,,
489.0,Sai Sarath,Trophy Fighters,1.0,-6.0,30.0,0.0,0.0,0.0,24.0
,Trophy Fighters,,,,,,,,
490.0,Yash Tarpara,Gujarat Lions CC,6.0,34.0,-30.0,20.0,0.0,0.0,24.0
,Gujarat Lions CC,,,,,,,,
491.0,Ganesh Konduru,Mavericks CC,2.0,4.0,10.0,10.0,0.0,0.0,24.0
,Mavericks CC,,,,,,,,
492.0,Brijal Patel,Underdogs CC,1.0,24.0,0.0,0.0,0.0,0.0,24.0
,Underdogs CC,,,,,,,,
493.0,Ayush Rabari,St.Clair College,6.0,-16.0,0.0,40.0,0.0,0.0,24.0
,St.Clair College,,,,,,,,
494.0,Dileep Somasekharan,Chatham CC,2.0,3.0,20.0,0.0,0.0,0.0,23.0
,Chatham CC,,,,,,,,
495.0,Prakash Bhullar,Underdogs CC,2.0,3.0,20.0,0.0,0.0,0.0,23.0
,Underdogs CC,,,,,,,,
496.0,Pavan Kalyan Vemuri,Windsor Dominion CC,8.0,3.0,-10.0,30.0,0.0,0.0,23.0
,Windsor Dominion CC,,,,,,,,
497.0,Devinder Cheema,FSC WINDSOR,1.0,3.0,20.0,0.0,0.0,0.0,23.0
,FSC WINDSOR,,,,,,,,
498.0,Haspreet Sidhu,FSC WINDSOR,1.0,-7.0,20.0,10.0,0.0,0.0,23.0
,FSC WINDSOR,,,,,,,,
499.0,Amrit S,EOCC,2.0,23.0,0.0,0.0,0.0,0.0,23.0
,EOCC,,,,,,,,
500.0,Ansh U,EOCC,1.0,23.0,0.0,0.0,0.0,0.0,23.0
,EOCC,,,,,,,,
501.0,Tauseef Ahmed,Alpha XI,3.0,2.0,10.0,10.0,0.0,0.0,22.0
,Alpha XI,,,,,,,,
502.0,Suprith Jagannath,Renegades CC,1.0,2.0,20.0,0.0,0.0,0.0,22.0
,Renegades CC,,,,,,,,
503.0,Anil Vadlamani,Super Chargers,7.0,-18.0,40.0,0.0,0.0,0.0,22.0
,Super Chargers,,,,,,,,
504.0,Nikhil Sannagiri,Mavericks CC,6.0,12.0,0.0,10.0,0.0,0.0,22.0
,Mavericks CC,,,,,,,,
505.0,Nisar Mohammed,Super Chargers,4.0,1.0,0.0,20.0,0.0,0.0,21.0
,Super Chargers,,,,,,,,
506.0,Swami Sharma,Windsor Lions CC,5.0,1.0,0.0,20.0,0.0,0.0,21.0
,Windsor Lions CC,,,,,,,,
507.0,Meghansh Sai Reddy Bachangari,Windsor Lancers CC,1.0,0.0,0.0,20.0,0.0,0.0,20.0
,Windsor Lancers CC,,,,,,,,
508.0,Amarjot Singh,Windsor Lions CC,1.0,0.0,20.0,0.0,0.0,0.0,20.0
,Windsor Lions CC,,,,,,,,
509.0,Dhaval Bhrambhatt,Gujarat Super Lions,1.0,10.0,0.0,10.0,0.0,0.0,20.0
,Gujarat Super Lions,,,,,,,,
510.0,Siril Kumar Reddy Kandula,Super Chargers,5.0,-3.0,0.0,20.0,0.0,0.0,17.0
,Super Chargers,,,,,,,,
511.0,Mario Richards,Cavaliers CC of Windsor,3.0,7.0,0.0,10.0,0.0,0.0,17.0
,Cavaliers CC of Windsor,,,,,,,,
512.0,Naveed Ashraf,Alpha XI,7.0,-4.0,10.0,10.0,0.0,0.0,16.0
,Alpha XI,,,,,,,,
513.0,Raj Patel,Gujarat Lions CC,3.0,6.0,10.0,0.0,0.0,0.0,16.0
,Gujarat Lions CC,,,,,,,,
514.0,Premkumar Subramanian,Renegades X,2.0,-5.0,10.0,10.0,0.0,0.0,15.0
,Renegades X,,,,,,,,
515.0,Sadat Tanzim,Cavaliers CC of Windsor,4.0,5.0,0.0,10.0,0.0,0.0,15.0
,Cavaliers CC of Windsor,,,,,,,,
516.0,Jay Shah,EOCC,3.0,-6.0,20.0,0.0,0.0,0.0,14.0
,EOCC,,,,,,,,
517.0,Upendra patike,Underdogs CC,3.0,-7.0,10.0,10.0,0.0,0.0,13.0
,Underdogs CC,,,,,,,,
518.0,Gyan Singh,Windsor Lions CC,2.0,3.0,0.0,10.0,0.0,0.0,13.0
,Windsor Lions CC,,,,,,,,
519.0,Jaskirat Rehal,Cavaliers CC of Windsor,8.0,-8.0,0.0,20.0,0.0,0.0,12.0
,Cavaliers CC of Windsor,,,,,,,,
520.0,Paras Paras,Gujarat Super Lions,1.0,2.0,10.0,0.0,0.0,0.0,12.0
,Gujarat Super Lions,,,,,,,,
521.0,Vignesh Vaidiyanathan,Renegades CC,1.0,2.0,0.0,10.0,0.0,0.0,12.0
,Renegades CC,,,,,,,,
522.0,Sparsh Patel,Gujarat Lions CC,1.0,11.0,0.0,0.0,0.0,0.0,11.0
,Gujarat Lions CC,,,,,,,,
523.0,Parshant Goswami,FSC WINDSOR,2.0,1.0,0.0,10.0,0.0,0.0,11.0
,FSC WINDSOR,,,,,,,,
524.0,Naveen Chugh,Malik CC,2.0,-10.0,0.0,20.0,0.0,0.0,10.0
,Malik CC,,,,,,,,
525.0,Gurdeep Boparai,Windsor Tigers CC,3.0,0.0,0.0,10.0,0.0,0.0,10.0
,Windsor Tigers CC,,,,,,,,
526.0,Gurpreet Brar,Windsor Tigers CC,2.0,0.0,10.0,0.0,0.0,0.0,10.0
,Windsor Tigers CC,,,,,,,,
527.0,Abhi Optimist,Optimist CC,1.0,0.0,10.0,0.0,0.0,0.0,10.0
,Optimist CC,,,,,,,,
528.0,Deepak Chakravarthy Mayandi Ravi,Windsor Lancers CC,1.0,0.0,10.0,0.0,0.0,0.0,10.0
,Windsor Lancers CC,,,,,,,,
529.0,Henock Thadevus,Windsor Dominion CC,1.0,-10.0,20.0,0.0,0.0,0.0,10.0
,Windsor Dominion CC,,,,,,,,
530.0,Lovepreet Singh,Optimist CC,1.0,0.0,0.0,10.0,0.0,0.0,10.0
,Optimist CC,,,,,,,,
531.0,Manpreet Singh,Chatham CC,2.0,0.0,0.0,10.0,0.0,0.0,10.0
,Chatham CC,,,,,,,,
532.0,Hardik Patel,Windsor Dominion CC,1.0,10.0,0.0,0.0,0.0,0.0,10.0
,Windsor Dominion CC,,,,,,,,
533.0,Sameer Noman,Windsor Lions CC,1.0,0.0,0.0,10.0,0.0,0.0,10.0
,Windsor Lions CC,,,,,,,,
534.0,Shrey Vyas,Trophy Fighters,3.0,8.0,0.0,0.0,0.0,0.0,8.0
,Trophy Fighters,,,,,,,,
535.0,Abdur Rehman Raja,Lasalle Lightning CC,2.0,8.0,0.0,0.0,0.0,0.0,8.0
,Lasalle Lightning CC,,,,,,,,
536.0,Chaitanya Swaroop Matta,Super Chargers,6.0,8.0,0.0,0.0,0.0,0.0,8.0
,Super Chargers,,,,,,,,
537.0,Vishnu Talasani,Windsor Royals CC,16.0,-3.0,0.0,10.0,0.0,0.0,7.0
,Windsor Royals CC,,,,,,,,
538.0,Smith Rana,EOCC,1.0,7.0,-10.0,10.0,0.0,0.0,7.0
,EOCC,,,,,,,,
539.0,Jay Dubey,Windsor Dominion CC,1.0,7.0,0.0,0.0,0.0,0.0,7.0
,Windsor Dominion CC,,,,,,,,
540.0,Bhanu Vakati,Windsor Warriors,1.0,6.0,0.0,0.0,0.0,0.0,6.0
,Windsor Warriors,,,,,,,,
541.0,Prudhvi S,Street Strikers,1.0,6.0,0.0,0.0,0.0,0.0,6.0
,Street Strikers,,,,,,,,
542.0,Murali Raju,EOCC,1.0,-5.0,0.0,10.0,0.0,0.0,5.0
,EOCC,,,,,,,,
543.0,Baljinder Sandhu,Windsor Lions 2,1.0,5.0,0.0,0.0,0.0,0.0,5.0
,Windsor Lions 2,,,,,,,,
544.0,Rajinderpal Singh,Windsor Dominion CC,1.0,-6.0,10.0,0.0,0.0,0.0,4.0
,Windsor Dominion CC,,,,,,,,
545.0,Dhruvil Dobariya,Alpha XI,1.0,3.0,0.0,0.0,0.0,0.0,3.0
,Alpha XI,,,,,,,,
546.0,Mihir Soni,Windsor Dominion CC,1.0,3.0,0.0,0.0,0.0,0.0,3.0
,Windsor Dominion CC,,,,,,,,
547.0,Rudra Patel,Chatham CC,1.0,3.0,0.0,0.0,0.0,0.0,3.0
,Chatham CC,,,,,,,,
548.0,Ravneet Singh,Windsor Lions 2,1.0,3.0,0.0,0.0,0.0,0.0,3.0
,Windsor Lions 2,,,,,,,,
549.0,Kamaljit Singh,Punjab XI CC,2.0,2.0,0.0,0.0,0.0,0.0,2.0
,Punjab XI CC,,,,,,,,
550.0,Miraj Modi,Gujarat Lions CC,4.0,2.0,-10.0,10.0,0.0,0.0,2.0
,Gujarat Lions CC,,,,,,,,
551.0,Krishna Baktarwala,Vulcans CC,1.0,2.0,0.0,0.0,0.0,0.0,2.0
,Vulcans CC,,,,,,,,
552.0,Ravi Upadhyay,Underdogs CC,1.0,2.0,0.0,0.0,0.0,0.0,2.0
,Underdogs CC,,,,,,,,
553.0,Waqar Shabbir,Lasalle Lightning CC,1.0,2.0,0.0,0.0,0.0,0.0,2.0
,Lasalle Lightning CC,,,,,,,,
554.0,Vedith Shetty,Vulcans CC,2.0,2.0,0.0,0.0,0.0,0.0,2.0
,Vulcans CC,,,,,,,,
555.0,Kishor Kesav,Cavaliers CC of Windsor,2.0,2.0,0.0,0.0,0.0,0.0,2.0
,Cavaliers CC of Windsor,,,,,,,,
556.0,Sakeel Mohammed,Windsor Warriors,1.0,2.0,0.0,0.0,0.0,0.0,2.0
,Windsor Warriors,,,,,,,,
557.0,Paras P,Windsor Dominion CC,1.0,2.0,0.0,0.0,0.0,0.0,2.0
,Windsor Dominion CC,,,,,,,,
558.0,Mohil Prajapati,EOCC,1.0,2.0,0.0,0.0,0.0,0.0,2.0
,EOCC,,,,,,,,
559.0,Sunny Katana,Punjab XI CC,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,Punjab XI CC,,,,,,,,
560.0,Harmeet Dhaliwal,Windsor Tigers CC,4.0,1.0,0.0,0.0,0.0,0.0,1.0
,Windsor Tigers CC,,,,,,,,
561.0,Shivpal Rana,Underdogs CC,1.0,1.0,-10.0,10.0,0.0,0.0,1.0
,Underdogs CC,,,,,,,,
562.0,Sandeep Manukonda,Windsor Tigers CC,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,Windsor Tigers CC,,,,,,,,
563.0,Simran Singh,Punjab XI CC,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,Punjab XI CC,,,,,,,,
564.0,Manjot Lamba,Vulcans CC,4.0,1.0,0.0,0.0,0.0,0.0,1.0
,Vulcans CC,,,,,,,,
565.0,Kishore Kesavv,EOCC,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,EOCC,,,,,,,,
566.0,Syed Adnan Sajid,Windsor Dominion CC,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,Windsor Dominion CC,,,,,,,,
567.0,Mounik B,Street Strikers,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,Street Strikers,,,,,,,,
568.0,Vikrant A,EOCC,2.0,31.0,-30.0,0.0,0.0,0.0,1.0
,EOCC,,,,,,,,
569.0,Vibrant B,EOCC,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,EOCC,,,,,,,,
570.0,Asif Muzaffar,Optimist CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Optimist CC,,,,,,,,
571.0,Majid Usman,Windsor Lions CC,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Lions CC,,,,,,,,
572.0,Jay Modi,Underdogs CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Underdogs CC,,,,,,,,
573.0,Rishi Pulijala,Vulcans CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Vulcans CC,,,,,,,,
574.0,Ifitkhar Cheema,Optimist CC,2.0,0.0,0.0,0.0,0.0,0.0,0.0
,Optimist CC,,,,,,,,
575.0,Lovepreet Kumar,Malik CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Malik CC,,,,,,,,
576.0,Daniel Waldron,Cavaliers CC of Windsor,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Cavaliers CC of Windsor,,,,,,,,
577.0,Rahul Domai,Gujarat Super Lions,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gujarat Super Lions,,,,,,,,
578.0,Muhammad Awais Khan,Malik CC,5.0,-10.0,10.0,0.0,0.0,0.0,0.0
,Malik CC,,,,,,,,
579.0,Mohammad Asfar Shaikh,Windsor Royals CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Royals CC,,,,,,,,
580.0,Jean Emmanuel,Windsor Dominion CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Dominion CC,,,,,,,,
581.0,Austin Thomas,Underdogs CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Underdogs CC,,,,,,,,
582.0,Kudzy Matare,Cavaliers CC of Windsor,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Cavaliers CC of Windsor,,,,,,,,
583.0,Abhishek Kumar,Underdogs CC,1.0,-10.0,0.0,10.0,0.0,0.0,0.0
,Underdogs CC,,,,,,,,
584.0,Dwayne Francis,Cavaliers CC of Windsor,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Cavaliers CC of Windsor,,,,,,,,
585.0,Mustafa Daimerkisha,Windsor Dominion CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Dominion CC,,,,,,,,
586.0,Dinesh Choudhary,Windsor Warriors,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Warriors,,,,,,,,
587.0,Jayasurya Pavan,Windsor Dominion CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Dominion CC,,,,,,,,
588.0,Sam Dsouza,Vulcans CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Vulcans CC,,,,,,,,
589.0,Sujith Dubbaka,Chatham CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Chatham CC,,,,,,,,
590.0,Ajal George,St.Clair College,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,St.Clair College,,,,,,,,
591.0,Aditya Rana,Windsor Lions 2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Lions 2,,,,,,,,
592.0,Kaushiv Sharma,Windsor Lions CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Lions CC,,,,,,,,
593.0,Gurbunder Randhawa,Windsor Lions 2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Lions 2,,,,,,,,
594.0,Gurbinder Randhawa,Windsor Lions 2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Lions 2,,,,,,,,
595.0,Karan Baba,Windsor Lions CC,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,Windsor Lions CC,,,,,,,,
596.0,Ansh Patel,Windsor Warriors,3.0,-1.0,0.0,0.0,0.0,0.0,-1.0
,Windsor Warriors,,,,,,,,
597.0,Ashwanth Kumar Kathiravan,Windsor Lancers CC,1.0,-4.0,0.0,0.0,0.0,0.0,-4.0
,Windsor Lancers CC,,,,,,,,
598.0,Sukhwinder Singh,St.Clair College,1.0,-4.0,0.0,0.0,0.0,0.0,-4.0
,St.Clair College,,,,,,,,
599.0,Shiraz Shah,Windsor Dominion CC,3.0,-8.0,0.0,0.0,0.0,0.0,-8.0
,Windsor Dominion CC,,,,,,,,
600.0,Harsha B,Street Strikers,1.0,-8.0,0.0,0.0,0.0,0.0,-8.0
,Street Strikers,,,,,,,,
601.0,Mahesh Mohan,Chatham CC,2.0,-9.0,0.0,0.0,0.0,0.0,-9.0
,Chatham CC,,,,,,,,
602.0,Nikhilesh Bejugam,Mavericks CC,1.0,1.0,-10.0,0.0,0.0,0.0,-9.0
,Mavericks CC,,,,,,,,
603.0,Anwar Shahid,Alpha XI,2.0,-10.0,0.0,0.0,0.0,0.0,-10.0
,Alpha XI,,,,,,,,
604.0,Farhan .,Windsor Lions CC,1.0,-10.0,0.0,0.0,0.0,0.0,-10.0
,Windsor Lions CC,,,,,,,,
